order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD129396,ID0387153073,15-03-2019,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",8430.0,66.3,-37.8019774,144.9527304,25,6388.8,Autumn,False,1.2905,muy bueno lo recomiendo todo ok 👍lo compre para usarlo en venezuela y corre bien con digitel,True
ORD058642,ID4451156236,10-10-2019,Nickolson,"[('pearTV', 1), ('iAssist Line', 1)]",8535.0,97.63,-37.8173621,144.9658409,15,7352.38,Spring,True,0.3539,windows phone already upgraded to win 10! love my windows phones. unfortunately seller shipped phone with either defective battery or defective on / off button. was unlocked but comes up as a tmobile phone. didn't realize this was supposed to be refurbished.,True
ORD007416,ID0575391648,22-05-2019,Nickolson,"[('Olivia x460', 1), ('pearTV', 2), ('iAssist Line', 1)]",16070.0,67.21,-37.8210468,144.9840555,15,13726.71,Autumn,False,1.3043,five stars great buy!,True
ORD355173,ID1492150945,09-11-2019,Thompson,"[('Toshika 750', 1), ('iStream', 1)]",4470.0,74.38,-37.8150314,144.9528897,10,4097.38,Spring,False,1.0944315565031981,five stars this is a great phone!!!,True
ORD369951,ID0248747000,26-12-2019,Bakers,"[('Candle Inferno', 2), ('pearTV', 2)]",13480.0,81.34,-37.8206832,144.993264,5,12887.34,Summer,True,1.2022,"phone doesn’t work this purchase was the worst ever! the phone does not work. don’t waste your money. there was so much static and interference and when you answer an incoming call, it sounds like “water running” down a drain.",False
ORD110792,ID2672355457,27-09-2019,Bakers,"[('Universe Note', 1), ('Thunder line', 2), ('Toshika 750', 2), ('pearTV', 2)]",29070.0,80.17,-37.7992575,144.9895341,10,26243.17,Spring,False,1.2962,"great phone. great phone..good battery,speaker,no dropped calls nor wifi problems. awesome screen plus the edge screen and apps make this a phone fun to customize. still wish it had an sd card but with 64gb i'm very satisfied.",True
ORD281266,ID1492150956,07-10-2019,Thompson,"[('Toshika 750', 1), ('pearTV', 1)]",10630.0,73.54,-37.8141362,144.9519654,0,10703.54,Spring,False,0.4604,battery good,True
ORD256748,ID3174151389,22-10-2019,Thompson,"[('Toshika 750', 2), ('pearTV', 2)]",21260.0,85.36,-37.8007968,144.9643368,0,21345.36,Spring,False,2.0135,"she is happy with the performance bought as a gift for my mom, being used in south east asia. works very well. she is happy with the performance.",True
ORD438365,ID0581702915,31-08-2019,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2), ('Olivia x460', 1), ('iAssist Line', 2)]",13435.0,86.95,-37.815726,144.9218574,15,11506.7,Winter,True,2.243,i bought 2 one for each one of my daughters and they both like them.,True
ORD303124,ID4236844484,29-01-2019,Thompson,"[('Toshika 750', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",9910.0,77.24653355089504,-37.8144347,144.9429071,15,8493.09,Summer,False,0.4152,arrived as advertised!! i couldn't have been more pleased. this phone came as advertised. i would recommend this to anyone that is looking for a great phone at a good price.,True
ORD078481,ID0611991925,03-12-2019,Thompson,"[('pearTV', 2), ('Universe Note', 2), ('Lucent 330S', 1), ('iAssist Line', 2)]",25200.0,97.09,-37.8025562,144.9543122,5,24037.09,Summer,True,1.2939,came as described and in great condition. product was exactly what i was looking for. in great condition and what was described in the ad.,True
ORD168171,ID2189398730,04-01-2019,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2), ('iAssist Line', 2)]",7330.0,74.55,-37.8107426,144.9753661,0,7404.55,Summer,False,1.0127,the phone is in great shape this is my second one i've ordered from kiss electronics. my first one was stolen. i really like the 12 megapixel camera.,True
ORD479827,ID0575570540,03-11-2019,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 2), ('pearTV', 2)]",14705.0,83.73,-37.8247008,144.988456,0,14788.73,Spring,False,1.0944315565031981,"yes it works on boost mobile after an automatic software update on october 14 2019, my universe a50 now works on boost. i bought a boost mobile sim card and activated the unlocked a50 on boost's website",True
ORD216323,ID4248528827,23-03-2019,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 1)]",6780.0,81.15,-37.8092601,144.9785159,0,6861.15,Autumn,True,1.3044,10 stars great! better than i expected!,True
ORD013919,ID0052600129,16-12-2019,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",6450.0,82.08,-37.8020987,144.959614,15,5564.58,Summer,False,1.6134,a beautiful and usefull device. worth the purchase price for sure. love this phone!,True
ORD415009,ID4458803295,12-11-2019,Nickolson,"[('Alcon 10', 1), ('Universe Note', 2), ('iAssist Line', 2), ('Thunder line', 1)]",22480.0,66.61,-37.8239244,144.984682,0,22546.61,Spring,False,1.4568,i requested a silver one for my wife and received a gray. i requested a silver one and got a gray one. extremely disappointed as nobody reviewed the product and compared it with my original order,False
ORD244422,ID2759826598,05-01-2019,Nickolson,"[('pearTV', 2), ('iAssist Line', 1), ('iStream', 2)]",15145.0,74.89,-37.8104114,144.9615968,10,13705.39,Summer,False,1.1486,seems to work well. screen quality is good. like the size.,True
ORD242686,ID0443274291,21-02-2019,Bakers,"[('Universe Note', 2), ('Toshika 750', 1), ('Thunder line', 2)]",15580.0,85.94,-37.8225986,145.002643,15,13328.94,Summer,True,1.5469,wont turn on i just got the phone and it wont even turn on,True
ORD332923,ID0583243026,06-10-2019,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 1), ('Universe Note', 1), ('iStream', 2)]",15160.0,76.55,-37.8127348,144.9771849,5,14478.55,Spring,False,0.9361,awesome phone and great seller service great phone and like new! aaa+ seller,True
ORD004528,ID2346846626,20-03-2019,Bakers,"[('iAssist Line', 2), ('Olivia x460', 1)]",5675.0,65.37,-37.80947,144.9817018,25,4321.62,Autumn,False,1.1914,five stars cool,True
ORD391423,ID3153810250,27-08-2019,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('pearTV', 1)]",9620.0,68.54,-37.8087352,144.9614458,10,8726.54,Winter,False,1.0944315565031981,"good basic phone my wife and i have each used these phones for over 2 years now. mine has been dropped, kicked, and generally abused and still works great. i recently purchased ""2"" more for my mother and brother.",True
ORD037735,ID0577456661,28-11-2019,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 2)]",4640.0,104.21,-37.8216888,144.9842319,10,4280.21,Spring,True,1.3361,"best value for money like new alcon. was a present to my wife, she loves it. thank you",True
ORD438527,ID0103101100,07-06-2019,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",7210.0,76.34,-37.8197727,144.961449,0,7286.34,Winter,True,0.7244,this was the first time i had a tablet. it is so much fun to play games on!,True
ORD262438,ID6202470182,21-03-2019,Nickolson,"[('iStream', 2), ('pearTV', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",22300.0,65.55,-37.8218689,144.9791626,25,16790.55,Autumn,False,0.9204,four stars really good product,True
ORD302693,ID4787373723,29-10-2019,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2), ('iStream', 2)]",26840.0,98.44,-37.8152518,144.9663639,10,24254.44,Spring,True,0.4659,five stars good phone,True
ORD157073,ID0176721271,14-04-2019,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Olivia x460', 2), ('pearTV', 1)]",21850.0,64.13,-37.8141917,144.9671072,25,16451.63,Autumn,False,0.5352,i like does everything i need it to. first windows phone. i like it,True
ORD186064,ID0038779052,10-06-2019,Bakers,"[('Universe Note', 1), ('iStream', 2), ('iAssist Line', 1), ('pearTV', 1)]",12285.0,79.29,-37.7998315,144.9929005,0,12364.29,Winter,True,1.1499,are these reviewers talking about the same phone? most people talk of how great the phone is but there are a few who claims it is not a good phone? i decide to buy it anyways hoping that i will like it. update: data does not work with at&t.,True
ORD427458,ID0260907259,06-08-2019,Bakers,"[('Olivia x460', 1), ('pearTV', 2)]",13845.0,72.1,-37.8244094,145.0086985,25,10455.85,Winter,False,1.9941,"great phone, but mine came a little faulty. great little phone! powerful, big screen, long lasting battery. perfect price.. i give 3 stars because mine came with faulty speakers, one doesn't work. it's not a big deal, but still is noticable.",True
ORD110870,ID3327901009,15-07-2019,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 1), ('iAssist Line', 2)]",15860.0,82.26,-37.80113,144.9627214,0,15942.26,Winter,True,1.8831,great phone! my fiance loves his phone. it works great and is a big upgrade from his universe 5. it is much heaver than the regular universe s6 but the screen is larger and worth the extra weight.,True
ORD124959,ID2312383366,24-10-2019,Bakers,"[('pearTV', 2), ('Lucent 330S', 2), ('Candle Inferno', 1)]",15510.0,65.2,-37.8089847,145.0088674,0,15575.2,Spring,False,1.2045,that is the worst thing ever the only reason i am even giving this a star is because one is required. i bought 2 of these and none of them work. i would have been upset if only one was not working nut both? that is the worst thing ever!,False
ORD181236,ID2641765498,17-03-2019,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 1), ('iStream', 2), ('Universe Note', 1)]",8930.0,81.12,-37.8228248,144.9579492,15,7671.62,Autumn,True,1.1236,great phone i love it. no complaints,True
ORD093674,ID0560987521,07-01-2019,Thompson,"[('Universe Note', 1), ('iStream', 2), ('Thunder line', 1)]",5930.0,81.45,-37.8216102,144.9439044,10,5418.45,Summer,True,1.0944315565031981,phone gets overheated in short time this phone gets overheated in couple of minutes. i could not talk more than 15 minutes by audio or video call as the phone gets extremely hot.,False
ORD329856,ID3216954877,26-06-2019,Bakers,"[('Candle Inferno', 1), ('Olivia x460', 1), ('pearTV', 1), ('Alcon 10', 1)]",16915.0,51.45,-37.8061922,144.9866333,15,14429.2,Winter,False,0.8667,good as a wifi phone sim card broke 2nd time inserting it. never could get it back out. pissed off,False
ORD105937,ID0593055535,10-02-2019,Nickolson,"[('Olivia x460', 2), ('pearTV', 1), ('Alcon 10', 2)]",26660.0,94.04,-37.812004,144.9636734,0,26754.04,Summer,True,0.8975,five stars its a very good prepaid phone...very happy with it!,True
ORD231523,ID0591435396,12-11-2019,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('pearTV', 2)]",22430.0,69.57,-37.8180175,144.9694443,15,19135.07,Spring,False,0.065,on time delivery good price and easy to order. needed a replacement phone for family member bought and shipped.,True
ORD086395,ID0598399384,23-01-2019,Nickolson,"[('Universe Note', 2), ('pearTV', 2)]",19520.0,71.83,-37.8139282,144.9654051,5,18615.83,Summer,False,0.6347,phone love the phone,True
ORD441345,ID2207661068,20-06-2019,Thompson,"[('pearTV', 2), ('iStream', 1), ('Universe Note', 1), ('Alcon 10', 2)]",34120.0,78.15796119614788,-37.8018155,144.945695,0,34199.79,Winter,True,1.2147,ring ring... i think this is a good starter phone for kids. it even has a camera which i did not think it had. it came with triple minutes. i have yet to prove that.,True
ORD228339,ID3072718448,15-05-2019,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 1)]",5680.0,52.25,-37.8252348,144.9567953,5,5448.25,Autumn,False,1.3433,instructions no english instructions were in the box------pitiful!!!,False
ORD045157,ID0777786795,08-11-2019,Thompson,"[('iStream', 2), ('Candle Inferno', 1), ('Universe Note', 2), ('Alcon 10', 1)]",16580.0,78.67,-37.8055875,144.9536203,15,14171.67,Spring,False,1.0944315565031981,met my expectations. beautiful phone. took it international and it works well.,True
ORD439706,ID0277089909,14-12-2019,Nickolson,"[('Universe Note', 2), ('pearTV', 1), ('iStream', 2)]",13510.0,98.15,-37.8075185,144.9706725,15,11581.65,Summer,True,1.2369,four stars this phone is good the buttons are a little small,True
ORD022246,ID5864704368,11-12-2019,Bakers,"[('Universe Note', 1), ('iStream', 1), ('Candle Inferno', 1), ('Olivia x460', 2)]",6480.0,79.95,-37.8023682,144.9915927,15,5587.95,Summer,True,0.9074,"phone was supposed to be factory unlocked, came locked with t-mobile i ordered a factory unlocked phone for a reason. i will update this review when they answer my request for a new phone unlocked per the offer and without t-mobile or any other provider apps on it.",False
ORD102526,ID4313862247,12-06-2019,Bakers,"[('Olivia x460', 1), ('Universe Note', 1), ('Candle Inferno', 2)]",5535.0,77.38,-37.8193638,144.9902238,5,5335.63,Winter,True,1.132,four stars the item is in good condition,True
ORD323567,ID1833110277,22-01-2019,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2)]",13090.0,75.3,-37.8195447,144.9599034,10,11856.3,Summer,False,0.8549,satisfied customer! my phone arrived quickly and seems to be almost “brand new.” i could not find any small scratches or sign of exterior wear. the battery life is incredible. i have had the phone for a couple of months now and have not had a single problem!,True
ORD121528,ID5406797159,02-06-2019,Bakers,"[('pearTV', 2), ('Toshika 750', 2), ('Universe Note', 2)]",28160.0,83.62,-37.8025594,145.0146631,25,21203.62,Winter,True,1.8989,five stars excellent phone. great camera.,True
ORD219802,ID1900213537,02-07-2019,Thompson,"[('Universe Note', 1), ('pearTV', 2)]",16070.0,53.81,-37.8052587,144.9615481,25,12106.31,Winter,False,1.5175,counterfeit fake,False
ORD337527,ID0597546784,23-08-2019,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('Candle Inferno', 2)]",20380.0,64.27,-37.8150965,144.964039,5,19425.27,Winter,False,0.6218,wish there were more skills,True
ORD270307,ID0577456440,24-06-2019,Bakers,"[('Thunder line', 1), ('iStream', 2)]",2480.0,68.82,-37.8231459,144.9885529,10,2300.82,Winter,False,1.5772,i don’t think you’ll be sorry. i love it.,True
ORD164630,ID2776561964,14-01-2019,Bakers,"[('Candle Inferno', 1), ('Thunder line', 2)]",4790.0,93.66,-37.8165366,144.9925333,5,4644.16,Summer,True,0.7658,"five stars great phone if you are a fan of toshika products, well worth the price",True
ORD172122,ID0579383913,20-07-2019,Thompson,"[('pearTV', 1), ('Universe Note', 2)]",13210.0,80.0,-37.8243707,144.942563,0,13290.0,Winter,True,1.3611,"wrong phone, still great great phone for a starter phone. but beware it isn't the phone that is listed on the description. the one listed is a year newer than what you receive.",True
ORD497686,ID2699709064,19-03-2019,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 2)]",6910.0,64.01,-37.8156369,144.9657342,0,6974.01,Autumn,False,0.4702,"perfect for the money, but not so good battery life. i used this mobile for 2 years 4 months. then, i switched to note 10 plus. i liked everything about this mobile, except the mediocre battery life.",True
ORD266622,ID3218227006,16-10-2019,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 1), ('iStream', 2)]",9370.0,100.36,-37.8059599,144.9474273,10,8533.36,Spring,True,0.748,"very satisfied..!!! best digico purchase ever.! 👌 ok, so they ""say"" it's refurbished, but i truly think this one i bought for my hubby was brand new (still on japan time) from olivia & nothing in the box was generic, it was all olivia.! great purchase, & it came the same day i bought it.!!!",True
ORD170606,ID0443292081,26-05-2019,Bakers,"[('Lucent 330S', 2), ('Universe Note', 1), ('Alcon 10', 2), ('Toshika 750', 2)]",32450.0,53.25,-37.8232156,145.0030157,15,27635.75,Autumn,False,1.623,"sucks +dropped it quite few times - faulty gps (doesn't locate you 90% of the time) -battery life... sucks +dropped it quite few times, doesn't look pretty but still works",False
ORD259692,ID1681675856,02-05-2019,Nickolson,"[('Universe Note', 1), ('pearTV', 2), ('Olivia x460', 2)]",13302.349429153372,51.28,-37.809841,144.9763289,25,12224.994804123713,Autumn,False,1.1423,read before you buy battery drains out very fast and it didn’t have headphone. only charge and phone are the accessories,False
ORD022623,ID0746924352,21-10-2019,Nickolson,"[('Toshika 750', 1), ('pearTV', 2)]",16940.0,103.73,-37.8239685,144.9827317,5,16196.73,Spring,True,1.3043,not a scam using it right now. it's perfect,True
ORD326884,ID6167489488,27-12-2019,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Thunder line', 1), ('Toshika 750', 1)]",8155.0,76.34585785158379,-37.8178439,144.9621165,15,7003.19,Summer,False,0.6591,great battery great phone,True
ORD499987,ID0575397937,25-12-2019,Nickolson,"[('Toshika 750', 1), ('iAssist Line', 2)]",8770.0,96.97,-37.8212555,144.9837404,5,8428.47,Summer,True,1.2824,good2have gr8 for replacement,True
ORD300589,ID0575396030,03-01-2019,Thompson,"[('iStream', 1), ('Olivia x460', 2), ('Thunder line', 1), ('Candle Inferno', 2)]",5640.0,78.66,-37.820782,144.9824636,25,4308.66,Summer,False,1.0944315565031981,four stars great,True
ORD046984,ID2755217868,08-11-2019,Bakers,"[('pearTV', 2), ('Universe Note', 1), ('Candle Inferno', 1)]",16500.0,58.94,-37.8044113,144.9935662,15,14083.94,Spring,False,0.6387,this phone was not a good buy. within 3 months of purchase i had ... this phone was not a good buy. within 3 months of purchase i had to buy another battery. the battery swell up in the phone. this is a waste of money.,False
ORD052383,ID0207093578,15-05-2019,Bakers,"[('Candle Inferno', 2), ('Olivia x460', 2)]",3310.0,82.21,-37.8012586,145.0051308,10,3061.21,Autumn,True,1.3054,"love it great for all my needs, lives up to my expectations. i am very happy with this product. highly recommend you buy this.",True
ORD424988,ID2457712022,24-07-2019,Bakers,"[('Lucent 330S', 1), ('Candle Inferno', 1), ('iStream', 2), ('Universe Note', 1)]",12859.255495694466,83.1,-37.8036213,144.9786599,5,12224.994804123713,Winter,True,1.6211,great phone great phone took awhile to arrive,True
ORD126052,ID0723967221,30-11-2019,Bakers,"[('iAssist Line', 2), ('Universe Note', 2), ('pearTV', 1)]",17660.0,78.65,-37.803919,145.0034639,0,17738.65,Spring,False,0.9909,now that much money this is the best phone ever,True
ORD362659,ID0634782982,20-06-2019,Thompson,"[('Olivia x460', 2), ('Thunder line', 2), ('pearTV', 1), ('iAssist Line', 2)]",17570.0,76.51,-37.812841,144.939496,15,15011.01,Winter,True,0.6662,awesome. great. i love it.,True
ORD420853,ID1449316569,01-04-2019,Bakers,"[('Lucent 330S', 2), ('iStream', 2)]",2760.0,79.97,-37.8168514,144.9881541,10,2563.97,Autumn,True,0.9848,"great experience good value, good product and quick service. as advertised.",True
ORD403714,ID0534016293,26-09-2019,Bakers,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Lucent 330S', 2)]",5770.0,77.34,-37.8193353,144.9974099,10,5270.34,Spring,False,1.0571,five stars nice product at a good price.,True
ORD002755,ID1053540536,17-08-2019,Bakers,"[('Universe Note', 1), ('iStream', 2), ('Lucent 330S', 1)]",4980.0,66.36,-37.8041851,145.0108945,10,4548.36,Winter,True,1.5218,"verizon would not let me use this model, so i returned it. verizon wouldnot let me use this model!",False
ORD457811,ID3293342992,08-01-2019,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('iAssist Line', 2)]",7760.0,96.0,-37.8238393,144.9812543,0,7856.0,Summer,True,1.1832,its ok i like it is pretty slow but manageable. came at expected time looks brand spanking new with one tiny scratch on thumb button.,True
ORD417128,ID5402876205,30-10-2019,Nickolson,"[('Alcon 10', 2), ('Universe Note', 2), ('Lucent 330S', 2)]",27260.0,103.33,-37.8216064,144.9779458,25,20548.33,Spring,True,0.8107,awsome phone love this phone. i was worried that it would not transfer to cricket but i put in the sim card. to my relief it worked,True
ORD300030,ID6167357832,01-02-2019,Nickolson,"[('pearTV', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",23720.0,76.09,-37.8079127,144.9714577,25,17866.09,Summer,False,1.2009,five stars great product at a great price.,True
ORD337113,ID1681675815,29-09-2019,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 1), ('Olivia x460', 2)]",8040.0,104.84,-37.8098392,144.9764746,10,7340.84,Spring,True,1.1492,"purchased this on gold day and i absolutely love it!  i had the thunder line on my nightstand, but i really missed a display. this is perfect and the speakers are excellent.",True
ORD040604,ID0299026739,14-09-2019,Bakers,"[('Universe Note', 1), ('Candle Inferno', 2)]",4310.0,94.07,-37.8017477,145.0111609,5,4188.57,Spring,True,1.675,"razr v3m this was to be a new phone,but i did not get a manual with it,and the phone will not hold a change,very disapointed and will not buy from this seller again",False
ORD139610,ID3215191983,18-12-2019,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",11725.0,73.26,-37.8078274,144.9521754,25,8867.01,Summer,False,0.7019,"like new i bought an pear alcon xs, 512gb, gray - fully unlocked (renewed). works and looks like new. no scratches or scuffs.",True
ORD414198,ID0746917396,16-04-2019,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1)]",2610.0,67.08,-37.8258378,144.9829349,0,2677.08,Autumn,False,1.4265,i have not received my phone yet. i like the size of the phone and hopefully it will be as good as my last sansong phone. gallaxey # 5.,True
ORD304452,ID1881118510,15-11-2019,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Toshika 750', 1)]",15730.0,95.62,-37.8002597,144.962533,10,14252.62,Spring,True,1.9389,"do not purchase this phone the phone is sluggish, slow and does not work well with cricket wireless (uses at&t network). whenever you try to place a call sometimes the call goes right through. other times the call just hangs. the phone spontaneously restarts itself and this is with android pie installed. so regretful we ever purchased this phone.",False
ORD369450,ID0634783577,04-09-2019,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Universe Note', 2), ('Thunder line', 1)]",14760.0,77.99,-37.812257,144.9366091,5,14099.99,Spring,False,0.921,great for the money good price good phone,True
ORD319527,ID4740822072,24-07-2019,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Olivia x460', 1), ('Alcon 10', 1)]",11835.0,63.35,-37.8035987,144.9497622,25,8939.6,Winter,True,1.0375,do not order!!! i only gave it one star because i had no choice... phone did not power on at all.,False
ORD258756,ID0589424053,27-10-2019,Nickolson,"[('Toshika 750', 2), ('iStream', 2)]",8940.0,78.92,-37.809434,144.9726354,15,7677.92,Spring,False,1.0552,"great price i purchased the phone for my son for christmas. he loves it, on it 24/7.so far he has know complaints.",True
ORD461088,ID3218226989,27-04-2019,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Thunder line', 1)]",8960.0,63.39,-37.8074349,144.9447892,10,8127.39,Autumn,True,1.0944315565031981,phone has charging issues and not even 2 months old 1.5 months old and having issues charging the phone,False
ORD187547,ID4893629012,31-01-2019,Thompson,"[('Candle Inferno', 1), ('Universe Note', 1), ('iStream', 2), ('Olivia x460', 2)]",6630.0,100.71,-37.8113309,144.9294072,5,6399.21,Summer,True,1.5604,awesome great phone,True
ORD322935,ID1985429677,14-10-2019,Bakers,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('iStream', 2)]",2390.0,79.5,-37.8000238,144.987617,5,2350.0,Spring,False,1.2965,great value great phone.. nice finish great for the price ++++,True
ORD326609,ID1725216520,07-06-2019,Thompson,"[('iAssist Line', 2), ('Thunder line', 2), ('Olivia x460', 1), ('iStream', 1)]",10185.0,69.39,-37.8028608,144.9604682,15,8726.64,Winter,False,1.6068,good phone very good phone,True
ORD202106,ID1463620571,04-05-2019,Bakers,"[('Olivia x460', 1), ('pearTV', 1), ('iAssist Line', 2), ('iStream', 1)]",12135.0,80.43,-37.8187805,145.0007666,10,11001.93,Autumn,True,1.0923,"blown away best phone i've ever owned. i was worried about the size at first, but got used to it after a few days. perfect for watching istream or listening to music. so many adjustable features. battery life is excellent despite large display.",True
ORD421804,ID0711327758,14-07-2019,Thompson,"[('Lucent 330S', 1), ('iStream', 1), ('Candle Inferno', 1)]",1810.0,67.13,-37.8062498,144.9580023,0,1877.13,Winter,False,1.1983,bixby is bloatware! good phone. the only minus is bixby bloatware.,True
ORD125623,ID3293343010,13-03-2019,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1), ('Universe Note', 2), ('iStream', 1)]",20100.0,66.9,-37.8238631,144.9816201,0,20166.9,Autumn,False,1.2125,pretty good no issues.. better than my s8,True
ORD155366,ID6167489424,29-06-2019,Thompson,"[('pearTV', 1), ('iStream', 1), ('iAssist Line', 1)]",8685.0,65.72,-37.8110074,144.9587153,15,7447.97,Winter,True,1.0409,i only but it for the price. i won't be trading it for my i pad,False
ORD397915,ID0581713103,14-06-2019,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 1)]",4750.0,81.32,-37.8059381,144.9295269,15,4118.82,Winter,True,1.7153,"great deal phone came in great condition, my girl loves her new phone pretty much we are happy in how great condition the phone. however the shipping seems like it took a long time!! but will recommend to friends and family, very easy to activate the phone and everything!!!!",True
ORD271404,ID0702352972,20-11-2019,Thompson,"[('Toshika 750', 2), ('Alcon 10', 1), ('pearTV', 2)]",30210.0,77.67200394611064,-37.807175,144.9442171,5,28785.21,Spring,True,0.6614,product does not.  light bar never went orange.  i googled it and reset instructions actually differ from package instructions. i tried both.  product is defective,False
ORD293706,ID4326586217,03-05-2019,Nickolson,"[('Universe Note', 2), ('Thunder line', 1), ('Candle Inferno', 2), ('iStream', 1)]",10090.0,78.34,-37.8161564,144.9641293,15,8654.84,Autumn,True,0.5486,"durable this phone has been durable and works fine. certainly a far cry from a smart phone, but i just wanted something that wouldn't break and i got it.",True
ORD427666,ID0702372647,27-04-2019,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Lucent 330S', 1), ('Alcon 10', 2)]",25675.0,65.75,-37.8061921,144.9417903,10,23173.25,Autumn,True,0.8579,i can't update facebook and a few other apps. it's not what i expected.,True
ORD419686,ID4716795148,22-01-2019,Thompson,"[('Candle Inferno', 2), ('iStream', 1), ('Olivia x460', 2)]",3460.0,57.19,-37.8188737,144.9527811,10,3171.19,Summer,False,1.0944315565031981,not working well made a mistake buying this device.,False
ORD371972,ID2337839907,24-05-2019,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",5545.0,81.39,-37.8002308,144.9873905,10,5071.89,Autumn,True,1.2874,for the price no other phone can beat the proformance ... for the price no other phone can beat the proformance and astetic of this phone works perfectly with my 4g lte through att,True
ORD226243,ID0594192913,08-06-2019,Nickolson,"[('pearTV', 1), ('Lucent 330S', 1)]",7540.0,58.46,-37.8167802,144.965937,0,7598.46,Winter,True,0.3766,charging problem in a month. it's not too god for a new phone to have charging problem in a month after purchase. can't charge it at all!!! besides i was very careful with it all the time. didn't drop it for anything like that.,False
ORD040106,ID6197211471,26-09-2019,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 2)]",4910.0,103.9,-37.8130465,144.9335818,10,4522.9,Spring,True,1.1868,so much love this phone good working i’m recommend,True
ORD146600,ID6167413249,26-08-2019,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1)]",5545.0,76.78,-37.8121945,144.9705205,5,5344.53,Winter,True,0.7176,"the best product for the money. east to use, great color, great features. easy to set up and battery life is great.",True
ORD420399,ID0259159152,15-09-2019,Bakers,"[('Candle Inferno', 1), ('pearTV', 2), ('Lucent 330S', 1)]",14280.0,74.04750705371043,-37.824345,144.9885233,5,13635.92,Spring,False,1.7027,phone is not as advertised i purchased this phone because it was advertised as 'unlocked'. it is not unlocked - it's locked to sprint. so frustrating and such a disappointment. horrible buying experience.,False
ORD082727,ID0641022879,30-12-2019,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('pearTV', 2), ('Lucent 330S', 2)]",24580.0,92.17,-37.8079706,144.9406458,15,20985.17,Summer,True,0.7701,awesome phone love this phone!!!! battery life is more than i thought. i went 2 days without charging. y phone. and i was on it for most of the day.,True
ORD470340,ID1681675858,14-05-2019,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400.0,79.8,-37.810523,144.9760538,10,12139.8,Autumn,True,1.0651,better than pear of course. it better than pear,True
ORD296521,ID0298099373,07-10-2019,Bakers,"[('Thunder line', 1), ('Candle Inferno', 1)]",2610.0,86.35,-37.8006641,144.9757176,15,2304.85,Spring,False,2.0062,cool phone great phone and i got it free with a two year contract through sprint.,True
ORD180260,ID0031477180,11-02-2019,Bakers,"[('Candle Inferno', 1), ('iAssist Line', 2), ('iStream', 2), ('Thunder line', 1)]",7360.0,77.17,-37.8021759,145.0079513,0,7437.17,Summer,False,1.4175,"great phone. love it. this phone for the price point has exceeded all my expectations. phone is fast, very snappy. finger print ridiculously fast. seller shipped fast.",True
